id,year,state,state_po,candidate,party,candidatevotes,totalvotes,pct
533,1996,HAWAII,HI,"CLINTON, BILL",DEM,205012,360120,0.5693
635,2000,HAWAII,HI,"GORE, AL",DEM,205286,367951,0.5579
737,2004,HAWAII,HI,"KERRY, JOHN",DEM,231708,429013,0.5401
840,2008,HAWAII,HI,"OBAMA, BARACK H.",DEM,325871,456064,0.7145
942,2012,HAWAII,HI,"OBAMA, BARACK H.",DEM,306658,437159,0.7015
1045,2016,HAWAII,HI,"CLINTON, HILLARY",DEM,266891,437664,0.6098
1149,2020,HAWAII,HI,"BIDEN, JOSEPH R. JR",DEM,366130,579784,0.6315
26,1976,IDAHO,ID,"CARTER, JIMMY",DEM,126549,340932,0.3712
128,1980,IDAHO,ID,"CARTER, JIMMY",DEM,110192,437431,0.2519
230,1984,IDAHO,ID,"MONDALE, WALTER",DEM,108510,411144,0.2639
332,1988,IDAHO,ID,"DUKAKIS, MICHAEL",DEM,147272,408968,0.3601
434,1992,IDAHO,ID,"CLINTON, BILL",DEM,137013,482114,0.2842
536,1996,IDAHO,ID,"CLINTON, BILL",DEM,165443,491711,0.3365
638,2000,IDAHO,ID,"GORE, AL",DEM,138637,501615,0.2764
740,2004,IDAHO,ID,"KERRY, JOHN",DEM,181098,598376,0.3026
843,2008,IDAHO,ID,"OBAMA, BARACK H.",DEM,236440,655122,0.3609
945,2012,IDAHO,ID,"OBAMA, BARACK H.",DEM,212787,652274,0.3262
1048,2016,IDAHO,ID,"CLINTON, HILLARY",DEM,189765,690255,0.2749
1151,2020,IDAHO,ID,"BIDEN, JOSEPH R. JR",DEM,287021,868014,0.3307
28,1976,ILLINOIS,IL,"CARTER, JIMMY",DEM,2271295,4721282,0.4811
130,1980,ILLINOIS,IL,"CARTER, JIMMY",DEM,1981413,4749721,0.4172
232,1984,ILLINOIS,IL,"MONDALE, WALTER",DEM,2086499,4819088,0.433
334,1988,ILLINOIS,IL,"DUKAKIS, MICHAEL",DEM,2215940,4559120,0.486
435,1992,ILLINOIS,IL,"CLINTON, BILL",DEM,2453350,5050157,0.4858
537,1996,ILLINOIS,IL,"CLINTON, BILL",DEM,2341744,4311391,0.5432
639,2000,ILLINOIS,IL,"GORE, AL",DEM,2589026,4742108,0.546
741,2004,ILLINOIS,IL,"KERRY, JOHN",DEM,2891550,5274322,0.5482
844,2008,ILLINOIS,IL,"OBAMA, BARACK H.",DEM,3419348,5522371,0.6192
946,2012,ILLINOIS,IL,"OBAMA, BARACK H.",DEM,3019512,5242014,0.576
1049,2016,ILLINOIS,IL,"CLINTON, HILLARY",DEM,3090729,5536424,0.5583
1153,2020,ILLINOIS,IL,"BIDEN, JOSEPH R. JR",DEM,3471915,6033743,0.5754
30,1976,INDIANA,IN,"CARTER, JIMMY",DEM,1014714,2220362,0.457
132,1980,INDIANA,IN,"CARTER, JIMMY",DEM,844197,2242033,0.3765
234,1984,INDIANA,IN,"MONDALE, WALTER",DEM,841481,2233069,0.3768
336,1988,INDIANA,IN,"DUKAKIS, MICHAEL",DEM,860643,2168621,0.3969
438,1992,INDIANA,IN,"CLINTON, BILL",DEM,848420,2305871,0.3679
540,1996,INDIANA,IN,"CLINTON, BILL",DEM,887424,2135431,0.4156
642,2000,INDIANA,IN,"GORE, AL",DEM,901980,2199302,0.4101
744,2004,INDIANA,IN,"KERRY, JOHN",DEM,969011,2468002,0.3926
846,2008,INDIANA,IN,"OBAMA, BARACK H.",DEM,1374039,2751054,0.4995
949,2012,INDIANA,IN,"OBAMA, BARACK H.",DEM,1152887,2624534,0.4393
1052,2016,INDIANA,IN,"CLINTON, HILLARY",DEM,1033126,2734958,0.3777
1155,2020,INDIANA,IN,"BIDEN, JOSEPH R. JR",DEM,1242416,3033118,0.4096
32,1976,IOWA,IA,"CARTER, JIMMY",DEM,619931,1279303,0.4846
134,1980,IOWA,IA,"CARTER, JIMMY",DEM,508672,1317661,0.386
236,1984,IOWA,IA,"MONDALE, WALTER",DEM,605620,1319805,0.4589
337,1988,IOWA,IA,"DUKAKIS, MICHAEL",DEM,670557,1225614,0.5471
439,1992,IOWA,IA,"CLINTON, BILL",DEM,586353,1354607,0.4329
541,1996,IOWA,IA,"CLINTON, BILL",DEM,620258,1234075,0.5026
643,2000,IOWA,IA,"GORE, AL",DEM,638517,1353022,0.4719
746,2004,IOWA,IA,"KERRY, JOHN",DEM,741898,1506908,0.4923
848,2008,IOWA,IA,"OBAMA, BARACK H.",DEM,828940,1537123,0.5393
950,2012,IOWA,IA,"OBAMA, BARACK H.",DEM,822544,1582180,0.5199
1054,2016,IOWA,IA,"CLINTON, HILLARY",DEM,653669,1565580,0.4175
1158,2020,IOWA,IA,"BIDEN, JOSEPH R. JR",DEM,759061,1700130,0.4465
34,1976,KANSAS,KS,"CARTER, JIMMY",DEM,430421,957845,0.4494
136,1980,KANSAS,KS,"CARTER, JIMMY",DEM,326150,979795,0.3329
238,1984,KANSAS,KS,"MONDALE, WALTER",DEM,333149,1021991,0.326
340,1988,KANSAS,KS,"DUKAKIS, MICHAEL",DEM,422636,993044,0.4256
442,1992,KANSAS,KS,"CLINTON, BILL",DEM,390434,1157236,0.3374
544,1996,KANSAS,KS,"CLINTON, BILL",DEM,387659,1074300,0.3608
646,2000,KANSAS,KS,"GORE, AL",DEM,399276,1072216,0.3724
748,2004,KANSAS,KS,"KERRY, JOHN",DEM,434993,1187756,0.3662
851,2008,KANSAS,KS,"OBAMA, BARACK H.",DEM,514765,1235872,0.4165
953,2012,KANSAS,KS,"OBAMA, BARACK H.",DEM,440726,1159971,0.3799
1056,2016,KANSAS,KS,"CLINTON, HILLARY",DEM,427005,1184402,0.3605
1160,2020,KANSAS,KS,"BIDEN, JOSEPH R. JR",DEM,570323,1372303,0.4156
35,1976,KENTUCKY,KY,"CARTER, JIMMY",DEM,615717,1167142,0.5275
138,1980,KENTUCKY,KY,"CARTER, JIMMY",DEM,617417,1295627,0.4765
240,1984,KENTUCKY,KY,"MONDALE, WALTER",DEM,539539,1369345,0.394
342,1988,KENTUCKY,KY,"DUKAKIS, MICHAEL",DEM,580368,1322517,0.4388
443,1992,KENTUCKY,KY,"CLINTON, BILL",DEM,665104,1492900,0.4455
545,1996,KENTUCKY,KY,"CLINTON, BILL",DEM,636614,1388708,0.4584
648,2000,KENTUCKY,KY,"GORE, AL",DEM,638923,1544106,0.4138
750,2004,KENTUCKY,KY,"KERRY, JOHN",DEM,712733,1795882,0.3969
853,2008,KENTUCKY,KY,"OBAMA, BARACK H.",DEM,751985,1826620,0.4117
955,2012,KENTUCKY,KY,"OBAMA, BARACK H.",DEM,679370,1797212,0.378
1058,2016,KENTUCKY,KY,"CLINTON, HILLARY",DEM,628854,1924149,0.3268
1162,2020,KENTUCKY,KY,"BIDEN, JOSEPH R. JR",DEM,772474,2136768,0.3615
37,1976,LOUISIANA,LA,"CARTER, JIMMY",DEM,661365,1277383,0.5177
140,1980,LOUISIANA,LA,"CARTER, JIMMY",DEM,708453,1548591,0.4575
242,1984,LOUISIANA,LA,"MONDALE, WALTER",DEM,651586,1706822,0.3818
344,1988,LOUISIANA,LA,"DUKAKIS, MICHAEL",DEM,717460,1628202,0.4406
445,1992,LOUISIANA,LA,"CLINTON, BILL",DEM,815971,1790017,0.4558
547,1996,LOUISIANA,LA,"CLINTON, BILL",DEM,927837,1783959,0.5201
650,2000,LOUISIANA,LA,"GORE, AL",DEM,792344,1765656,0.4488
752,2004,LOUISIANA,LA,"KERRY, JOHN",DEM,820299,1943106,0.4222
855,2008,LOUISIANA,LA,"OBAMA, BARACK H.",DEM,782989,1960761,0.3993
957,2012,LOUISIANA,LA,"OBAMA, BARACK H.",DEM,809141,1994065,0.4058
1060,2016,LOUISIANA,LA,"CLINTON, HILLARY",DEM,780154,2029032,0.3845
1163,2020,LOUISIANA,LA,"BIDEN, JOSEPH R. JR",DEM,856034,2148062,0.3985
40,1976,MAINE,ME,"CARTER, JIMMY",DEM,232279,482968,0.4809
142,1980,MAINE,ME,"CARTER, JIMMY",DEM,220974,523011,0.4225
244,1984,MAINE,ME,"MONDALE, WALTER",DEM,214515,553144,0.3878
346,1988,MAINE,ME,"DUKAKIS, MICHAEL",DEM,243569,555035,0.4388
447,1992,MAINE,ME,"CLINTON, BILL",DEM,263420,679499,0.3877
549,1996,MAINE,ME,"CLINTON, BILL",DEM,312788,605897,0.5162
651,2000,MAINE,ME,"GORE, AL",DEM,319951,651817,0.4909
753,2004,MAINE,ME,"KERRY, JOHN",DEM,396842,740752,0.5357
856,2008,MAINE,ME,"OBAMA, BARACK H.",DEM,421923,731163,0.5771
958,2012,MAINE,ME,"OBAMA, BARACK H.",DEM,401306,724758,0.5537
1061,2016,MAINE,ME,"CLINTON, HILLARY",DEM,357735,771892,0.4635
1165,2020,MAINE,ME,"BIDEN, JOSEPH R. JR",DEM,435072,828305,0.5253
41,1976,MARYLAND,MD,"CARTER, JIMMY",DEM,759612,1432273,0.5304
143,1980,MARYLAND,MD,"CARTER, JIMMY",DEM,726161,1540496,0.4714
246,1984,MARYLAND,MD,"MONDALE, WALTER",DEM,787935,1675873,0.4702
348,1988,MARYLAND,MD,"DUKAKIS, MICHAEL",DEM,826304,1714358,0.482
449,1992,MARYLAND,MD,"CLINTON, BILL",DEM,988571,1984580,0.4981
551,1996,MARYLAND,MD,"CLINTON, BILL",DEM,966207,1780870,0.5425
653,2000,MARYLAND,MD,"GORE, AL",DEM,1144008,2025212,0.5649
755,2004,MARYLAND,MD,"KERRY, JOHN",DEM,1334493,2384238,0.5597
858,2008,MARYLAND,MD,"OBAMA, BARACK H.",DEM,1629467,2631596,0.6192
960,2012,MARYLAND,MD,"OBAMA, BARACK H.",DEM,1677844,2707327,0.6197
1063,2016,MARYLAND,MD,"CLINTON, HILLARY",DEM,1677928,2781446,0.6033
1168,2020,MARYLAND,MD,"BIDEN, JOSEPH R. JR",DEM,1985023,3037030,0.6536
43,1976,MASSACHUSETTS,MA,"CARTER, JIMMY",DEM,1429475,2547558,0.5611
146,1980,MASSACHUSETTS,MA,"CARTER, JIMMY",DEM,1053802,2524090,0.4175
248,1984,MASSACHUSETTS,MA,"MONDALE, WALTER",DEM,1239606,2559383,0.4843
349,1988,MASSACHUSETTS,MA,"DUKAKIS, MICHAEL",DEM,1401415,2632801,0.5323
451,1992,MASSACHUSETTS,MA,"CLINTON, BILL",DEM,1318639,2773664,0.4754
553,1996,MASSACHUSETTS,MA,"CLINTON, BILL",DEM,1571509,2556459,0.6147
655,2000,MASSACHUSETTS,MA,"GORE, AL",DEM,1616487,2733964,0.5913
758,2004,MASSACHUSETTS,MA,"KERRY, JOHN",DEM,1803800,2927455,0.6162
860,2008,MASSACHUSETTS,MA,"OBAMA, BARACK H.",DEM,1904097,3102995,0.6136
962,2012,MASSACHUSETTS,MA,"OBAMA, BARACK H.",DEM,1921290,3184196,0.6034
1067,2016,MASSACHUSETTS,MA,"CLINTON, HILLARY",DEM,1995196,3378821,0.5905
1169,2020,MASSACHUSETTS,MA,"BIDEN, JOSEPH R. JR",DEM,2382202,3658005,0.6512
46,1976,MICHIGAN,MI,"CARTER, JIMMY",DEM,1696714,3651590,0.4647
148,1980,MICHIGAN,MI,"CARTER, JIMMY",DEM,1661532,3909725,0.425
250,1984,MICHIGAN,MI,"MONDALE, WALTER",DEM,1529638,3801658,0.4024
352,1988,MICHIGAN,MI,"DUKAKIS, MICHAEL",DEM,1675783,3669163,0.4567
453,1992,MICHIGAN,MI,"CLINTON, BILL",DEM,1871182,4274673,0.4377
555,1996,MICHIGAN,MI,"CLINTON, BILL",DEM,1989653,3848844,0.5169
657,2000,MICHIGAN,MI,"GORE, AL",DEM,2170418,4232501,0.5128
760,2004,MICHIGAN,MI,"KERRY, JOHN",DEM,2479183,4839252,0.5123
862,2008,MICHIGAN,MI,"OBAMA, BARACK H.",DEM,2872579,5001596,0.5743
964,2012,MICHIGAN,MI,"OBAMA, BARACK H.",DEM,2564569,4730961,0.5421
1070,2016,MICHIGAN,MI,"CLINTON, HILLARY",DEM,2268839,4799284,0.4727
1171,2020,MICHIGAN,MI,"BIDEN, JOSEPH R. JR",DEM,2804040,5539302,0.5062
47,1976,MINNESOTA,MN,"CARTER, JIMMY",DEM,1070440,1949931,0.549
149,1980,MINNESOTA,MN,"CARTER, JIMMY",DEM,954173,2051916,0.465
251,1984,MINNESOTA,MN,"MONDALE, WALTER",DEM,1036364,2084449,0.4972
353,1988,MINNESOTA,MN,"DUKAKIS, MICHAEL",DEM,1109471,2096790,0.5291
455,1992,MINNESOTA,MN,"CLINTON, BILL",DEM,1020997,2347948,0.4348
557,1996,MINNESOTA,MN,"CLINTON, BILL",DEM,1120380,2192492,0.511
659,2000,MINNESOTA,MN,"GORE, AL",DEM,1168266,2438685,0.4791
762,2004,MINNESOTA,MN,"KERRY, JOHN",DEM,1445014,2828387,0.5109
864,2008,MINNESOTA,MN,"OBAMA, BARACK H.",DEM,1573354,2910369,0.5406
966,2012,MINNESOTA,MN,"OBAMA, BARACK H.",DEM,1546167,2936561,0.5265
1071,2016,MINNESOTA,MN,"CLINTON, HILLARY",DEM,1367705,2944782,0.4645
1174,2020,MINNESOTA,MN,"BIDEN, JOSEPH R. JR",DEM,1717077,3277171,0.524
49,1976,MISSISSIPPI,MS,"CARTER, JIMMY",DEM,381329,768390,0.4963
152,1980,MISSISSIPPI,MS,"CARTER, JIMMY",DEM,429281,891750,0.4814
254,1984,MISSISSIPPI,MS,"MONDALE, WALTER",DEM,352192,941104,0.3742
356,1988,MISSISSIPPI,MS,"DUKAKIS, MICHAEL",DEM,363921,931527,0.3907
458,1992,MISSISSIPPI,MS,"CLINTON, BILL",DEM,400258,981793,0.4077
560,1996,MISSISSIPPI,MS,"CLINTON, BILL",DEM,394022,893857,0.4408
662,2000,MISSISSIPPI,MS,"GORE, AL",DEM,404614,994184,0.407
765,2004,MISSISSIPPI,MS,"KERRY, JOHN",DEM,457766,1139824,0.4016
867,2008,MISSISSIPPI,MS,"OBAMA, BARACK H.",DEM,554662,1289865,0.43
969,2012,MISSISSIPPI,MS,"OBAMA, BARACK H.",DEM,562949,1285584,0.4379
1074,2016,MISSISSIPPI,MS,"CLINTON, HILLARY",DEM,485131,1209357,0.4011
1175,2020,MISSISSIPPI,MS,"BIDEN, JOSEPH R. JR",DEM,539398,1313759,0.4106
51,1976,MISSOURI,MO,"CARTER, JIMMY",DEM,998387,1953600,0.511
154,1980,MISSOURI,MO,"CARTER, JIMMY",DEM,931182,2099824,0.4435
256,1984,MISSOURI,MO,"MONDALE, WALTER",DEM,848583,2122771,0.3998
358,1988,MISSOURI,MO,"DUKAKIS, MICHAEL",DEM,1001619,2093228,0.4785
459,1992,MISSOURI,MO,"CLINTON, BILL",DEM,1053873,2391270,0.4407
561,1996,MISSOURI,MO,"CLINTON, BILL",DEM,1025935,2158065,0.4754
664,2000,MISSOURI,MO,"GORE, AL",DEM,1111138,2359892,0.4708
767,2004,MISSOURI,MO,"KERRY, JOHN",DEM,1259171,2731364,0.461
869,2008,MISSOURI,MO,"OBAMA, BARACK H.",DEM,1441911,2925205,0.4929
971,2012,MISSOURI,MO,"OBAMA, BARACK H.",DEM,1223796,2757323,0.4438
1076,2016,MISSOURI,MO,"CLINTON, HILLARY",DEM,1071068,2808605,0.3814
1178,2020,MISSOURI,MO,"BIDEN, JOSEPH R. JR",DEM,1253014,3025962,0.4141
54,1976,MONTANA,MT,"CARTER, JIMMY",DEM,149259,328734,0.454
156,1980,MONTANA,MT,"CARTER, JIMMY",DEM,118032,363952,0.3243
258,1984,MONTANA,MT,"MONDALE, WALTER",DEM,146742,384377,0.3818
360,1988,MONTANA,MT,"DUKAKIS, MICHAEL",DEM,168936,365674,0.462
461,1992,MONTANA,MT,"CLINTON, BILL",DEM,154507,410583,0.3763
564,1996,MONTANA,MT,"CLINTON, BILL",DEM,167922,407083,0.4125
666,2000,MONTANA,MT,"GORE, AL",DEM,137126,410986,0.3337
769,2004,MONTANA,MT,"KERRY, JOHN",DEM,173710,450434,0.3857
871,2008,MONTANA,MT,"OBAMA, BARACK H.",DEM,231667,490109,0.4727
973,2012,MONTANA,MT,"OBAMA, BARACK H.",DEM,201839,484048,0.417
1078,2016,MONTANA,MT,"CLINTON, HILLARY",DEM,177709,494526,0.3594
1180,2020,MONTANA,MT,"BIDEN, JOSEPH R. JR",DEM,244786,603674,0.4055
56,1976,NEBRASKA,NE,"CARTER, JIMMY",DEM,233293,606749,0.3845
158,1980,NEBRASKA,NE,"CARTER, JIMMY",DEM,166424,639533,0.2602
260,1984,NEBRASKA,NE,"MONDALE, WALTER",DEM,187866,652090,0.2881
362,1988,NEBRASKA,NE,"DUKAKIS, MICHAEL",DEM,259235,661465,0.3919
464,1992,NEBRASKA,NE,"CLINTON, BILL",DEM,216864,737546,0.294
566,1996,NEBRASKA,NE,"CLINTON, BILL",DEM,236761,677415,0.3495
668,2000,NEBRASKA,NE,"GORE, AL",DEM,231780,697019,0.3325
771,2004,NEBRASKA,NE,"KERRY, JOHN",DEM,254328,778186,0.3268
873,2008,NEBRASKA,NE,"OBAMA, BARACK H.",DEM,333319,801281,0.416
975,2012,NEBRASKA,NE,"OBAMA, BARACK H.",DEM,302081,794379,0.3803
1080,2016,NEBRASKA,NE,"CLINTON, HILLARY",DEM,284494,844227,0.337
1182,2020,NEBRASKA,NE,"BIDEN, JOSEPH R. JR",DEM,374583,956383,0.3917
58,1976,NEVADA,NV,"CARTER, JIMMY",DEM,92479,201876,0.4581
160,1980,NEVADA,NV,"CARTER, JIMMY",DEM,66666,243692,0.2736
262,1984,NEVADA,NV,"MONDALE, WALTER",DEM,91655,282717,0.3242
364,1988,NEVADA,NV,"DUKAKIS, MICHAEL",DEM,132738,343133,0.3868
465,1992,NEVADA,NV,"CLINTON, BILL",DEM,189148,506318,0.3736
567,1996,NEVADA,NV,"CLINTON, BILL",DEM,203974,464279,0.4393
670,2000,NEVADA,NV,"GORE, AL",DEM,279978,609426,0.4594
773,2004,NEVADA,NV,"KERRY, JOHN",DEM,397190,829587,0.4788
874,2008,NEVADA,NV,"OBAMA, BARACK H.",DEM,533736,967848,0.5515
976,2012,NEVADA,NV,"OBAMA, BARACK H.",DEM,531373,1014918,0.5236
1081,2016,NEVADA,NV,"CLINTON, HILLARY",DEM,539260,1125385,0.4792
1184,2020,NEVADA,NV,"BIDEN, JOSEPH R. JR",DEM,703486,1405376,0.5006
60,1976,NEW HAMPSHIRE,NH,"CARTER, JIMMY",DEM,147645,339627,0.4347
162,1980,NEW HAMPSHIRE,NH,"CARTER, JIMMY",DEM,108864,383990,0.2835
264,1984,NEW HAMPSHIRE,NH,"MONDALE, WALTER",DEM,120347,388904,0.3095
366,1988,NEW HAMPSHIRE,NH,"DUKAKIS, MICHAEL",DEM,163696,450525,0.3633
467,1992,NEW HAMPSHIRE,NH,"CLINTON, BILL",DEM,209040,537215,0.3891
569,1996,NEW HAMPSHIRE,NH,"CLINTON, BILL",DEM,246166,496597,0.4957
672,2000,NEW HAMPSHIRE,NH,"GORE, AL",DEM,266348,569081,0.468
774,2004,NEW HAMPSHIRE,NH,"KERRY, JOHN",DEM,340511,678287,0.502
876,2008,NEW HAMPSHIRE,NH,"OBAMA, BARACK H.",DEM,384826,710970,0.5413
978,2012,NEW HAMPSHIRE,NH,"OBAMA, BARACK H.",DEM,369561,710972,0.5198
1083,2016,NEW HAMPSHIRE,NH,"CLINTON, HILLARY",DEM,348526,744296,0.4683
1186,2020,NEW HAMPSHIRE,NH,"BIDEN, JOSEPH R. JR",DEM,424921,806182,0.5271
62,1976,NEW JERSEY,NJ,"CARTER, JIMMY",DEM,1444653,3014472,0.4792
164,1980,NEW JERSEY,NJ,"CARTER, JIMMY",DEM,1147364,2975684,0.3856
266,1984,NEW JERSEY,NJ,"MONDALE, WALTER",DEM,1261323,3217862,0.392
368,1988,NEW JERSEY,NJ,"DUKAKIS, MICHAEL",DEM,1320352,3099553,0.426
469,1992,NEW JERSEY,NJ,"CLINTON, BILL",DEM,1436206,3343594,0.4295
571,1996,NEW JERSEY,NJ,"CLINTON, BILL",DEM,1652361,3075860,0.5372
673,2000,NEW JERSEY,NJ,"GORE, AL",DEM,1788850,3187226,0.5613
776,2004,NEW JERSEY,NJ,"KERRY, JOHN",DEM,1911430,3611691,0.5292
878,2008,NEW JERSEY,NJ,"OBAMA, BARACK H.",DEM,2215422,3868237,0.5727
980,2012,NEW JERSEY,NJ,"OBAMA, BARACK H.",DEM,2122786,3638499,0.5834
1085,2016,NEW JERSEY,NJ,"CLINTON, HILLARY",DEM,2148278,3874046,0.5545
1188,2020,NEW JERSEY,NJ,"BIDEN, JOSEPH R. JR",DEM,2608335,4549353,0.5733
64,1976,NEW MEXICO,NM,"CARTER, JIMMY",DEM,201148,416590,0.4828
166,1980,NEW MEXICO,NM,"CARTER, JIMMY",DEM,167826,456237,0.3678
268,1984,NEW MEXICO,NM,"MONDALE, WALTER",DEM,201769,514370,0.3923
370,1988,NEW MEXICO,NM,"DUKAKIS, MICHAEL",DEM,244497,521387,0.4689
471,1992,NEW MEXICO,NM,"CLINTON, BILL",DEM,261617,569986,0.459
573,1996,NEW MEXICO,NM,"CLINTON, BILL",DEM,273495,556074,0.4918
675,2000,NEW MEXICO,NM,"GORE, AL",DEM,286783,598605,0.4791
779,2004,NEW MEXICO,NM,"KERRY, JOHN",DEM,370942,756304,0.4905
880,2008,NEW MEXICO,NM,"OBAMA, BARACK H.",DEM,472422,830158,0.5691
982,2012,NEW MEXICO,NM,"OBAMA, BARACK H.",DEM,415335,783758,0.5299
1087,2016,NEW MEXICO,NM,"CLINTON, HILLARY",DEM,385234,798319,0.4826
1189,2020,NEW MEXICO,NM,"BIDEN, JOSEPH R. JR",DEM,501614,923965,0.5429
65,1976,NEW YORK,NY,"CARTER, JIMMY",DEM,3244165,6668262,0.4865
167,1980,NEW YORK,NY,"CARTER, JIMMY",DEM,2728372,6201959,0.4399
270,1984,NEW YORK,NY,"MONDALE, WALTER",DEM,3001285,6806810,0.4409
371,1988,NEW YORK,NY,"DUKAKIS, MICHAEL",DEM,3255487,6485683,0.5019
473,1992,NEW YORK,NY,"CLINTON, BILL",DEM,3346894,7079432,0.4728
575,1996,NEW YORK,NY,"CLINTON, BILL",DEM,3649630,6439129,0.5668
677,2000,NEW YORK,NY,"GORE, AL",DEM,3942215,6960215,0.5664
780,2004,NEW YORK,NY,"KERRY, JOHN",DEM,4180755,7448266,0.5613
882,2008,NEW YORK,NY,"OBAMA, BARACK H.",DEM,4645332,7722019,0.6016
984,2012,NEW YORK,NY,"OBAMA, BARACK H.",DEM,4324228,7116784,0.6076
1089,2016,NEW YORK,NY,"CLINTON, HILLARY",DEM,4379789,7802084,0.5614
1191,2020,NEW YORK,NY,"BIDEN, JOSEPH R. JR",DEM,5230985,8661735,0.6039
67,1976,NORTH CAROLINA,NC,"CARTER, JIMMY",DEM,927365,1677906,0.5527
170,1980,NORTH CAROLINA,NC,"CARTER, JIMMY",DEM,875635,1855833,0.4718
272,1984,NORTH CAROLINA,NC,"MONDALE, WALTER",DEM,824287,2175361,0.3789
374,1988,NORTH CAROLINA,NC,"DUKAKIS, MICHAEL",DEM,890167,2134370,0.4171
476,1992,NORTH CAROLINA,NC,"CLINTON, BILL",DEM,1114042,2611850,0.4265
578,1996,NORTH CAROLINA,NC,"CLINTON, BILL",DEM,1107849,2515807,0.4404
680,2000,NORTH CAROLINA,NC,"GORE, AL",DEM,1257692,2914990,0.4315
783,2004,NORTH CAROLINA,NC,"KERRY, JOHN",DEM,1525849,3501007,0.4358
884,2008,NORTH CAROLINA,NC,"OBAMA, BARACK H.",DEM,2142651,4310851,0.497
987,2012,NORTH CAROLINA,NC,"OBAMA, BARACK H.",DEM,2178391,4505372,0.4835
1092,2016,NORTH CAROLINA,NC,"CLINTON, HILLARY",DEM,2189316,4741564,0.4617
1194,2020,NORTH CAROLINA,NC,"BIDEN, JOSEPH R. JR",DEM,2684292,5524802,0.4859
70,1976,NORTH DAKOTA,ND,"CARTER, JIMMY",DEM,136078,297308,0.4577
172,1980,NORTH DAKOTA,ND,"CARTER, JIMMY",DEM,79189,301116,0.263
274,1984,NORTH DAKOTA,ND,"MONDALE, WALTER",DEM,104429,308971,0.338
376,1988,NORTH DAKOTA,ND,"DUKAKIS, MICHAEL",DEM,127739,297261,0.4297
478,1992,NORTH DAKOTA,ND,"CLINTON, BILL",DEM,99168,308133,0.3218
580,1996,NORTH DAKOTA,ND,"CLINTON, BILL",DEM,106905,266411,0.4013
682,2000,NORTH DAKOTA,ND,"GORE, AL",DEM,95284,288256,0.3306
785,2004,NORTH DAKOTA,ND,"KERRY, JOHN",DEM,111052,312833,0.355
887,2008,NORTH DAKOTA,ND,"OBAMA, BARACK H.",DEM,141278,316621,0.4462
989,2012,NORTH DAKOTA,ND,"OBAMA, BARACK H.",DEM,124966,322932,0.387
1094,2016,NORTH DAKOTA,ND,"CLINTON, HILLARY",DEM,93758,344360,0.2723
1196,2020,NORTH DAKOTA,ND,"BIDEN, JOSEPH R. JR",DEM,114902,361819,0.3176
71,1976,OHIO,OH,"CARTER, JIMMY",DEM,2009959,4110456,0.489
174,1980,OHIO,OH,"CARTER, JIMMY",DEM,1752414,4283603,0.4091
276,1984,OHIO,OH,"MONDALE, WALTER",DEM,1825440,4563235,0.4
378,1988,OHIO,OH,"DUKAKIS, MICHAEL",DEM,1939629,4393585,0.4415
479,1992,OHIO,OH,"CLINTON, BILL",DEM,1984942,4939967,0.4018
581,1996,OHIO,OH,"CLINTON, BILL",DEM,2148222,4534434,0.4738
684,2000,OHIO,OH,"GORE, AL",DEM,2183628,4701998,0.4644
787,2004,OHIO,OH,"KERRY, JOHN",DEM,2741165,5627903,0.4871
888,2008,OHIO,OH,"OBAMA, BARACK H.",DEM,2940044,5708350,0.515
990,2012,OHIO,OH,"OBAMA, BARACK H.",DEM,2827621,5580822,0.5067
1096,2016,OHIO,OH,"CLINTON, HILLARY",DEM,2394164,5496487,0.4356
1198,2020,OHIO,OH,"BIDEN, JOSEPH R. JR",DEM,2679165,5922202,0.4524
74,1976,OKLAHOMA,OK,"CARTER, JIMMY",DEM,532442,1092251,0.4875
176,1980,OKLAHOMA,OK,"CARTER, JIMMY",DEM,402026,1149708,0.3497
278,1984,OKLAHOMA,OK,"MONDALE, WALTER",DEM,385080,1255676,0.3067
380,1988,OKLAHOMA,OK,"DUKAKIS, MICHAEL",DEM,483423,1171036,0.4128
482,1992,OKLAHOMA,OK,"CLINTON, BILL",DEM,473066,1390359,0.3402
584,1996,OKLAHOMA,OK,"CLINTON, BILL",DEM,488105,1206713,0.4045
686,2000,OKLAHOMA,OK,"GORE, AL",DEM,474276,1234229,0.3843
789,2004,OKLAHOMA,OK,"KERRY, JOHN",DEM,503966,1463758,0.3443
891,2008,OKLAHOMA,OK,"OBAMA, BARACK H.",DEM,502496,1462661,0.3435
993,2012,OKLAHOMA,OK,"OBAMA, BARACK H.",DEM,443547,1334872,0.3323
1098,2016,OKLAHOMA,OK,"CLINTON, HILLARY",DEM,420375,1452992,0.2893
1200,2020,OKLAHOMA,OK,"BIDEN, JOSEPH R. JR",DEM,503890,1560699,0.3229
76,1976,OREGON,OR,"CARTER, JIMMY",DEM,490407,1029876,0.4762
178,1980,OREGON,OR,"CARTER, JIMMY",DEM,456890,1181516,0.3867
280,1984,OREGON,OR,"MONDALE, WALTER",DEM,536479,1226527,0.4374
381,1988,OREGON,OR,"DUKAKIS, MICHAEL",DEM,616206,1201694,0.5128
483,1992,OREGON,OR,"CLINTON, BILL",DEM,621314,1462643,0.4248
585,1996,OREGON,OR,"CLINTON, BILL",DEM,649641,1377760,0.4715
